host_age,packet_count,reply_ratio,flow_refresh_count,unique_destination_count,topology_change_count,trust_score,inactivity_score,label
4676.903833161382,788.2093959722118,0.977313425989983,26,8,0,97.27025535813966,0.06321315165148281,0
2.85657015214104,12735.321645667285,0.10543493006889867,1,149,466,9.272993149114624,0.6480959194473297,1
4458.500952957697,222.59833464842092,0.943220681809003,24,2,1,96.0349749020349,0.12061760531554616,0
1.602642186841911,831.1873098706407,0.19446732359431662,0,269,300,14.018995343684697,0.5734872721056974,1
911.9435658857844,741.0622811956292,0.6898363696107359,19,7,1,89.78645680332639,0.020563544802177616,0
2400.34148611637,139.99589285590952,0.4829808782606053,21,4,1,75.2600068586926,0.55,0
52.086982752003955,475.9331085614398,0.2087315174088975,0,226,400,43.65947657945547,0.7028946256345412,1
20.63063975276502,12013.798902850558,0.24418006766990816,0,88,73,22.068185340515303,0.593649846120748,1
2515.6792834214925,605.5986872410795,0.8788153509940252,16,7,1,79.98656896054871,0.016069120464231413,0
45.41388732343413,498.3578118906965,0.02404216966657327,2,227,74,47.353934935250464,0.6123588424252666,1
3978.175877821194,957.1738464561062,0.714223569856064,24,9,0,85.30475971756584,0.13766006546049256,0
3205.3403932537035,3624.4033360014723,0.780618505071968,15,4,1,97.38058278076753,0.07772844497550487,0
4260.061021665792,3905.3458711151425,0.5705374249530739,19,4,2,77.82347331600273,0.3637704941416489,0
44.764521019305725,3061.0228400297933,0.11117264970692903,1,203,54,14.011129421414108,0.5967684208192161,1
3619.0399288744015,568.5548355315439,0.5872297992348001,3,9,0,81.65450664178132,0.06616289820386582,0
56.953523584147526,10587.154318674187,0.21561256616885094,0,40,64,39.36214012431604,0.9210078767248355,1
255.550694957799,3607.1304126741284,0.850153550614487,14,2,1,91.1484148036831,0.07448023965049692,0
33.67853708501633,3506.4048307888634,0.09296942960955906,1,187,463,7.097908740365414,0.9772212515506786,1
562.213257319455,624.590494040604,0.9490498089536065,21,7,1,76.9057456226573,0.3303938947193116,0
1046.1195147002954,2722.2681399772846,0.7341094332343394,27,9,0,77.20729706836605,0.20778760581884353,0
7.996270319486021,7057.229924971849,0.1400895873403598,1,73,317,2.672998777920048,0.6258999260626361,1
12.202380081613846,787.1298949752979,0.06350795657712083,1,259,120,13.986008533633159,0.9200180673761806,1
2344.504717783348,1355.8367806477158,0.9886653511948359,14,7,0,89.60136290883962,0.2017978216067617,0
2424.1530283764764,405.4036633849833,0.9888466227106371,17,3,1,79.0552093674853,0.3670058794311222,0
50.13949700916329,11427.778699726798,0.015887521969317475,0,72,50,16.561147410975117,0.8958276659765678,1
22.317502989865297,652.1414248413771,0.12132997119918784,1,185,42,39.07362811077654,0.5574488736733694,1
267.61336414040716,102.89629503743862,0.5845294413337367,24,5,1,98.74292975389046,0.08223743338797927,0
4741.803806261114,394.8618114925278,0.7694300000089069,21,5,2,74.84250877037039,0.45618699066265433,0
52.59666055447507,977.7120825719584,0.16338822152757365,0,138,213,3.224098488230294,0.535892396917142,1
10.20196720851375,6414.609493431801,0.19032727193176557,2,195,481,52.52996175639621,0.7062138813611474,1
2755.751366959853,454.3385854313129,0.5078746180697304,8,6,0,76.44709061253546,0.4456949849437898,0
3848.861516446365,188.36672943074308,0.7153585848482749,16,1,1,79.23990693166901,0.07333098280601003,0
3991.632246492087,118.94189206283924,0.9771004643902482,28,4,1,87.66194566393959,0.15013196316784075,0
20.999576265762663,789.9765356092141,0.01573729333769297,0,169,125,15.834733242972295,0.8135155857732257,1
2613.917780750662,858.8515304169925,0.47541263179966564,21,5,0,79.62979130822939,0.051130422444113255,0
17.24206753407427,13290.991705125898,0.11206601336574576,0,89,421,21.042586089951207,0.7849262307761653,1
16.24481647568419,3056.914926671343,0.21573733102176276,0,98,310,16.101087834268093,0.5036018626391427,1
21.59681109033409,2369.0214366304517,0.19773242171349867,0,63,343,12.387205594480214,0.6363596961944458,1
459.6927677063112,2003.2504326833864,0.8910247734790712,5,2,2,74.36479624926632,0.062291763606251396,0
5.585320348782551,3051.750592501237,0.0581408976280654,0,177,393,18.102906635317755,0.6416956011990634,1
4652.320908437735,3801.201655391086,0.633261998891281,7,5,0,81.35391944292441,0.3590408463029434,0
20.060037740167918,853.3183408869414,0.19312706573966237,1,81,169,26.640811302447823,0.8773763103342573,1
53.98548311315897,1139.349496231409,0.16883504775839409,0,192,381,22.848454290503437,0.917671753807703,1
31.05571936937792,2665.253527351672,0.030089830654764477,0,88,215,8.164233642782788,0.8525768072993014,1
896.2500487648842,160.46826576427128,0.8729000927929245,27,1,2,95.85809364013159,0.3563973423937675,0
38.066404862806614,5553.417474126228,0.06189556220939521,0,222,220,19.625919669871546,0.7606547638595695,1
55.65297714369877,1522.4482251197248,0.07545870901768309,1,169,88,14.463265874801456,0.5526781761196015,1
34.89376231614025,389.70685388088873,0.07304589646010365,1,57,44,34.006185021341615,0.6806486662125598,1
55.00885659020093,936.9766450417372,0.21934015141155241,1,52,351,40.42703098915181,0.867831067843643,1
41.80562312559149,1972.3783202237425,0.0890152737564471,0,117,340,13.281882154157714,0.6826609957039539,1
1400.3473278774884,831.2186615947696,0.940610563024666,20,8,2,97.2533578796698,0.2164786242751828,0
43.9977505819583,4709.765497293655,0.16889137016524855,1,47,59,22.923247739655814,0.7265137471036451,1
758.919427362238,230.98571261858163,0.6243947579986602,11,4,1,94.60302632098555,0.2948142690315731,0
12.958122721697965,2364.5685332266216,0.2382845159762791,1,163,243,43.577367033412315,0.795804076429441,1
4632.7463245365725,4429.8269175265905,0.4779306528553998,3,8,2,77.63479134743797,0.5071982738295833,0
124.90088395993195,2019.8450476529279,0.7564780018146012,24,5,0,80.92297013853107,0.18538617536381158,0
13.515545424445918,13885.078821683128,0.08777344620097963,1,71,232,12.190080135429156,0.6506661238480181,1
2592.5774567824183,275.2769168078908,0.6303775335719146,11,9,2,80.89201633828993,0.179272923591446,0
11.9206708093921,941.2421989913571,0.014909893828788268,0,67,58,16.574203709381106,0.5452949155829764,1
388.8840599679911,458.5866167794576,0.7074992637855009,14,9,2,97.21183609926507,0.16178361374805805,0
4812.386508989166,263.1109963529053,0.8591989698970366,12,5,0,74.30655878363217,0.2545795254529099,0
20.749956804489,398.27138606620065,0.15056297112185976,1,117,270,33.46689322528511,0.7686687232526018,1
1560.8864133302488,64.83029847414014,0.9936452036075665,28,8,1,98.28455459408735,0.07145206452429519,0
19.604661473124203,770.0819141627131,0.1580639162230072,1,49,87,5.808857472527567,0.5712567135939826,1
25.1140858006744,874.8077999262224,0.13504551672135046,1,281,270,43.66209803261499,0.9990713846836721,1
3163.7472965279226,155.04994301705972,0.838912595200308,9,6,1,73.94071467015821,0.1180493843025805,0
3.1042185266824363,13764.206173719675,0.04693254440901154,0,160,302,6.435679669234564,0.5769749670325774,1
981.6765265491817,461.96693578830275,0.9983458037479989,13,3,2,76.26500183818722,0.3875211854658289,0
2.328609076874031,12881.692250151718,0.33145988376531194,4,72,13,55.0,0.9832382733173269,1
3608.5332487174464,368.23134924991274,0.7645039902594414,20,2,0,87.73202537742978,0.1293302170621504,0
47.33485374557732,9176.767051436573,0.15885616708890174,3,47,70,48.57621759695702,0.9550841930679252,1
3133.518835156448,547.5753406454392,0.7934442408299326,11,3,2,74.78931359523101,0.3428265103682735,0
25.439652520115285,6728.730170962805,0.015009970479096219,1,44,278,10.03637340498637,0.9581360230441425,1
52.86683218581121,1834.9620256987077,0.1203899296130346,1,31,363,44.015504479102106,0.7762238804067059,1
2772.768214697248,3526.7228035715734,0.9242449382839848,3,6,1,99.48751348093559,0.1416720267192378,0
4822.638332424209,3963.400163469829,0.57930994656637,23,3,1,95.9718585860245,0.34217652740680654,0
1525.5678151621944,2958.698708074294,0.9249171836944354,20,7,2,96.03131114728232,0.24632821422306328,0
4259.204361512172,1629.4625743855368,0.6191542598958354,7,9,1,71.09190809432916,0.1844440128172972,0
45.70770890151147,2867.0799450319128,0.10341259024425192,1,250,473,3.6139201446325266,0.6812315692884918,1
1811.174610761309,178.8646728203078,0.8245753334603785,16,1,0,73.55056020067963,0.1740747564651679,0
12.743841740994986,13932.626622491276,0.05849204842419589,2,38,417,51.61918458158287,0.8111314881913649,1
2195.579485943151,594.5295806850656,0.5850725413026782,9,6,1,86.60900235858611,0.29941865604072676,0
1809.380380849792,274.99862980798866,0.9162085019115482,12,1,2,87.42044659788446,0.04689751133182943,0
37.98465037793669,2223.0900758363405,0.175632311767568,2,35,326,52.14134012557681,0.5468397407717784,1
57.86650241095193,374.806909355382,0.2248746563489867,2,29,307,50.182835383512625,0.7374771606215289,1
53.26950526179692,4209.021598675092,0.008262872533550847,0,256,234,40.308844288021994,0.9880776032176615,1
1704.5025117232885,499.32827617741634,0.5508326557440705,14,1,0,71.02425960095559,0.17557394362750114,0
20.034148219313714,2075.584438065801,0.07550589000020505,0,39,190,43.37593781515511,0.755421266658995,1
7.771689059599981,14924.092925093553,0.14230546393629623,1,91,210,0.7723411746455316,0.9958684042461088,1
2077.7631297044945,4956.9008505919355,0.8306404140273074,14,1,1,86.47712427406601,0.24474100105457902,0
30.749387743261416,611.6189767865969,0.23942253123101975,0,259,106,36.45664550329117,0.9690372562212308,1
1.003518759745404,804.6856762657326,0.17737203099915502,1,264,270,4.640591668079777,0.6114786641014973,1
15.368481257389172,11102.907570206115,0.17057221120108615,0,267,435,15.007287905421231,0.8162413015468961,1
1054.6965987952794,1052.7531370996903,0.670357827804119,25,9,2,86.8280122099873,0.13559648648585432,0
4379.444831554183,988.6925457177525,0.9641409168536564,21,7,1,99.90743010673839,0.13543254281299574,0
6.54216717045533,4558.802163805194,0.11700082501333386,0,97,333,0.573531076048075,0.9534681465658135,1
4023.233779224907,1764.9407901455825,0.827850762352343,29,1,1,78.21369215546596,0.060475106001747485,0
635.3081134831187,63.82336069056231,0.688563579816887,11,4,1,85.28420548325934,0.20652291829002647,0
1228.9358504213656,987.327998024672,0.9769557239613631,12,3,1,95.55907760667526,0.14264356514975446,0
4825.706942793271,3535.9063068863925,0.6728759351695583,24,2,2,84.56183899037313,0.020001358953186443,0
14.685088253378016,10247.904883355974,0.16642295206533722,2,235,140,48.14548232441816,0.6724779649073216,1
5.833221011482918,11902.920870441367,0.0913644498646558,1,96,283,7.487909271659864,0.6701517543777769,1
4657.360631054536,271.1858462100056,0.6214255690945357,8,9,1,79.47519291392214,0.2768745153520468,0
1147.6922876751141,4327.738797986983,0.7324186771257553,8,4,1,86.66866875866091,0.3118405260743951,0
3532.0009254098863,202.90443101437995,0.5475312039000206,15,1,1,66.27930925077294,0.23543979313724933,0
31.591438743561177,682.8674603877466,0.0015392252279281815,1,225,159,41.36831102336364,0.5265789648747503,1
17.78280684039451,13961.663239301917,0.1701944956227217,3,265,321,47.559704614344675,0.6739568151167126,1
4477.51555848887,430.29104627586923,0.6130703897659586,12,8,2,87.01519300555604,0.08679909842412675,0
3721.6122274226655,1297.3154425317484,0.9950412101573689,21,6,2,85.07439617931416,0.11320552123237895,0
15.382661197038795,4182.916214808098,0.09167824464665,1,58,377,5.642364314970499,0.5830792475401605,1
21.943121519533427,4949.846418959976,0.15228526895141886,1,90,306,7.855895841973989,0.996034206185926,1
23.929438450804774,8718.896936479941,0.2320329065728528,0,28,245,40.89293270370701,0.5727812677258095,1
2035.5815490207203,355.6091292571606,0.7993087258133651,29,6,2,94.67224953243361,0.08535466376198514,0
19.719338613899517,9995.066881644036,0.24224759277677416,1,58,344,3.085970217807091,0.7134094284998316,1
38.3885410975308,3242.397004779347,0.14863390133887672,0,59,262,13.563839967261165,0.5018516872773664,1
52.309069974872926,6735.171926837279,0.047364777368673644,2,90,258,52.37358354128199,0.9243002541482888,1
1671.9646288124134,1570.5605177705902,0.7937589016639545,18,5,1,84.76068150776524,0.18534458931658904,0
4057.6794595011606,3067.199428047648,0.5857238127223781,21,3,0,72.21770513468469,0.24120676028517898,0
15.964928595390035,3196.351814738488,0.1746561204254225,0,240,160,29.021621236210024,0.6567818041549323,1
4080.627981712583,542.467738650187,0.8172465567465125,20,5,1,96.24044359461888,0.12013785130064458,0
11.276380346283426,8851.325678595676,0.07120783284951421,1,233,155,20.08589299753509,0.8733394135765119,1
55.60401038324161,14896.323262244285,0.18536882344081962,1,79,465,18.346930312089665,0.6457254299335333,1
33.19891431163233,1570.780794110588,0.12864085598088457,0,27,473,41.83003129088802,0.9161823776445172,1
5.287390772621897,1430.7442800996496,0.1727632842046129,0,43,82,37.38980211208064,0.5444372261134764,1
40.05868955336725,5049.262157587649,0.2436383582536135,0,54,437,18.813366661294534,0.8918366817369565,1
1203.451473706602,4917.761088532576,0.6958470326145111,24,7,2,86.95205752547855,0.023907122163644656,0
1443.3529859570174,751.549209418512,0.8675146795378961,3,3,0,80.6377678908394,0.11852112764477614,0
4538.250133586936,58.93927569934921,0.806123515697071,26,7,2,96.4832672770857,0.04532425773054878,0
3259.5109576927266,142.83990351076284,0.9927856362737641,25,6,2,84.4853079625831,0.27856992401313524,0
15.814367497893672,11769.209250081767,0.005921217528927963,0,180,359,18.9453279564544,0.8412384375683275,1
1116.4417654768336,1193.5533321809073,0.5519752909500961,8,4,1,87.72391469322258,0.059030168173361375,0
171.4442407782516,429.55097585038527,0.8419494134732676,20,8,1,88.30460292737817,0.05664419057151542,0
2884.8872396953484,4965.540608008175,0.799730249717699,16,5,1,77.99425852715115,0.16538241488225394,0
35.2252329572018,495.51410090076445,0.11595403068883806,0,108,353,4.349960109323179,0.7629754270546141,1
3532.549889585305,3984.4732652692232,0.8711075739505265,10,4,0,79.82064729203765,0.3808356739617368,0
27.1936900226039,420.4597243969955,0.04473119620748664,0,293,452,34.460067911963016,0.619708432311812,1
6.353206618549899,4790.191228090198,0.23530248146579266,3,284,442,48.09424973966194,0.7019712793242402,1
37.40880704075326,1915.4755397908643,0.03547150988664985,0,80,446,4.529509050241154,0.7273052635910457,1
13.58913023958117,923.0371856782612,0.22547590146947705,1,79,281,38.72591216797723,0.9274000143398433,1
892.3882436156724,3808.586665571967,0.9509664798849,29,6,1,92.28525183705435,0.09614444139092604,0
27.731916658293546,1769.0803320880648,0.18919470775265387,0,279,14,44.48705660183646,0.9618818725833033,1
3031.843735477412,138.55258000435316,0.7904414481182197,16,6,0,68.94348777522826,0.55,0
40.37870625393815,1103.0848656081673,0.09661148706427261,1,102,82,2.637692902991618,0.819155141651347,1
12.233205376629705,436.5555840240114,0.19070516075071758,1,260,437,2.451818032651747,0.7122020075755031,1
8.307585089886189,520.3060831668546,0.22623329540287565,1,82,221,6.450233841635249,0.9286440256574923,1
4595.221183561811,189.29287569523282,0.6384065212277326,20,1,2,84.6588700724696,0.27555529978030613,0
4887.489892720566,118.20566722005056,0.7349683512585752,26,2,1,77.34105535448975,0.3421233472736048,0
54.48869696789404,692.8861521032179,0.3622723171476001,1,53,184,9.399754952830166,0.9779225296051193,1
48.905744804389336,11724.247788609067,0.18180133405086135,1,165,351,8.816728690990654,0.526719757905161,1
2729.1081922753756,4088.166492195639,0.5819258883354455,11,1,2,72.5117901173588,0.27491058226296355,0
2.47415578787944,893.5817574182189,0.0716335425262048,0,45,426,24.812078746298692,0.790097931810388,1
45.675927795623046,14823.869726799503,0.270262818999754,4,63,184,55.0,0.6554373778422211,1
20.934451285325885,4605.978679424012,0.07352231601161643,0,85,265,6.041542507101035,0.5502472342911044,1
2302.245256284651,328.6060890209842,0.7258832562846294,29,6,1,83.22463945184806,0.05934975357529418,0
38.44427584660259,590.0262532752961,0.026145386224143807,0,57,62,20.88933182769908,0.8395221386343297,1
28.18344070758748,5115.076872494815,0.14614090319858758,1,198,285,44.893033053418364,0.8758121142633529,1
4795.013045188944,61.136331587370066,0.6661409608049597,3,9,1,73.99181468760602,0.06166559730809884,0
33.28227083792327,9958.765503107114,0.0014726796526897679,3,41,108,54.26481654919954,0.5550592732970887,1
3435.0235227310886,294.4104642283962,0.6027370973508268,15,4,2,94.3808306879935,0.24375515591688468,0
2720.4502092977477,151.96573754930677,0.8388277911878026,22,7,1,86.18217985561719,0.22541554061125277,0
3135.532558824671,207.6364502751443,0.7329739511366451,23,4,1,74.93657020511795,0.3103889713983804,0
988.7919780469922,3975.7772577891287,0.7540063902909068,17,7,0,67.55213820047861,0.06957930702523496,0
3807.704492741257,121.3396525059891,0.6498936413673683,15,8,1,70.32645611337851,0.17404168668683076,0
213.64219574977494,123.54557040813928,0.6039158588822843,25,2,1,93.825591487122,0.10906359717236468,0
10.997921681459724,10345.569961496916,0.128354743302285,1,244,497,42.52240658363809,0.5607531186073368,1
4555.992239745718,565.429392134989,0.7098500986523214,5,5,1,97.88733337068999,0.24566368808130823,0
3900.3429874834515,662.1156649559632,0.9824969795111951,22,4,0,91.0546658666994,0.06443939345461018,0
25.37988524257229,758.4402294123292,0.09546358492712499,1,226,364,13.814092130513876,0.7657245825570758,1
30.5050967445329,878.4305884886516,0.061710150534188296,0,97,62,9.424496614263889,0.9486575162161903,1
4846.944479051409,55.579139263881316,0.9606358384233518,13,9,0,84.9475682195748,0.20526893106888774,0
573.0079042133689,777.4659736093879,0.8795727425595654,10,5,1,87.98545920295223,0.03546844835255043,0
3299.0497934815958,1346.68011796261,0.7061783269309507,3,6,1,86.41852896834025,0.06800312822227106,0
31.695806003089643,589.5113076128056,0.12383759334603367,1,26,364,16.807621075974208,0.6682564462722539,1
12.835324314830132,3385.152179902126,0.299902729508597,1,209,323,23.327719506150707,0.8518655998771131,1
10.206751217550037,14142.750800859818,0.2381282123700571,1,185,337,39.31103229698316,0.6498708642712481,1
49.38313847382949,512.267269569798,0.03026153325002609,0,32,316,27.78669979455981,0.553911479242941,1
38.647531191971254,458.17522165554874,0.09092185973562086,0,112,486,42.83751038756989,0.7720409102762908,1
150.15851332334012,1332.3876127227234,0.7035636967542326,11,6,1,90.6705090514865,0.023612230735061336,0
25.98555646984934,992.3926934438559,0.02378919997358553,0,93,190,22.924610255011093,0.8377710324057486,1
1715.3781269419976,4441.802942665374,0.6892175631084096,15,1,0,96.70302580097524,0.38085847808407647,0
852.9600443140648,284.63889963961947,0.8453692492299345,19,7,1,84.32690829243413,0.27143755483370346,0
4324.836981364432,735.8992904444306,0.6686728634774245,12,8,1,99.03853499643593,0.3765218110557483,0
1038.0317148428103,3529.890327323748,0.6187371641097803,27,3,1,72.95563266379085,0.3868103577031108,0
39.34742470843708,917.8478155345992,0.050185538724771134,1,265,82,43.59118088728796,0.9215448616989912,1
52.68813852711935,5391.952729586288,0.22563197843340643,0,24,297,8.635561158670985,0.8346422290282552,1
245.97640605139134,190.4581632646261,0.6732511675791236,20,5,0,71.87152955103186,0.040770610364243655,0
4763.4325619451665,98.6274213013182,0.8524261984820541,24,8,2,99.15006199021758,0.22363288878287527,0
44.24853967847921,879.8046735416265,0.29726166626714967,1,33,152,11.915657929958394,0.9880130754341079,1
48.10946022893564,857.4961887546385,0.16596487688694186,0,46,22,29.0281713342946,0.9359452629333974,1
23.069832942308587,11567.134881923159,0.33307184231715103,4,52,205,55.0,0.713693776667603,1
2830.164541748988,131.70506710969318,0.6463223526688765,7,6,0,89.53971697851325,0.06459972915873334,0
4204.320795182641,1667.5098372039524,0.7583154195801787,6,4,2,95.29543938372424,0.022378361082422416,0
48.33766808275306,876.3473493984094,0.17204541323517608,1,88,485,22.0696099354131,0.6687081626086832,1
41.928059074344475,13547.14816218003,0.05262348511563503,1,294,240,5.835205443170333,0.7587423871229239,1
406.924086760335,4654.471921380464,0.5718450292485202,8,5,2,99.93103233830753,0.020095253754294308,0
40.79193253710996,2569.4751829814104,0.18900153707865414,0,161,480,0.03764470634706585,0.8898445188731516,1
43.33484923514387,8452.777433363179,0.12894328417065998,1,89,83,29.12984300581174,0.9249004224202009,1
1038.8249007769828,3463.494337748323,0.8549092224554153,12,8,1,73.3364973522807,0.28547144985679074,0
1610.7611327850623,3493.1355309579976,0.5886806246901954,9,3,1,90.88266324895282,0.32480131158594017,0
3515.6360521716533,226.19113263991315,0.9993509547575017,23,4,1,86.06187203875393,0.26816243570306963,0
49.4339204240152,1882.3288562292917,0.12433261794646994,2,55,431,15.910626714690082,0.5129154966314069,1
4242.4825895850645,632.5628202993475,0.7759893536333062,28,1,1,98.75875463804356,0.3970437911242892,0
55.437228592674636,4776.965116828345,0.13252564028871708,3,20,283,49.49767922609877,0.623768310600258,1
408.77541439477136,200.1491758948625,0.759058555168114,10,9,1,81.95353912738567,0.3770592433731004,0
1040.849136899531,310.9799521522313,0.6181447640837314,20,3,2,80.29789238190928,0.000527512410394948,0
